epoch,accuracy,loss,val_accuracy,val_loss
0,0.4838540554046631,1.8084797859191895,0.5720095038414001,1.4413361549377441
1,0.5743421912193298,1.4011240005493164,0.52118980884552,1.4098962545394897
2,0.5765718221664429,1.3628181219100952,0.5959080457687378,1.284537434577942
3,0.5734733939170837,1.3560723066329956,0.586078405380249,1.320579171180725
4,0.5829384922981262,1.3154332637786865,0.5940061211585999,1.2414518594741821
5,0.5752397775650024,1.3243589401245117,0.5942686796188354,1.2679182291030884
6,0.5789761543273926,1.304488182067871,0.551511287689209,1.3295753002166748
7,0.5756677389144897,1.3052653074264526,0.5784835815429688,1.2996549606323242
8,0.5775063037872314,1.3054579496383667,0.6003649830818176,1.2214851379394531
9,0.5790113806724548,1.2778316736221313,0.6017482280731201,1.1731804609298706
10,0.5836405754089355,1.2532895803451538,0.5956134796142578,1.1998094320297241
11,0.5781378149986267,1.238633632659912,0.5622566342353821,1.1891738176345825
12,0.5865786671638489,1.2150650024414062,0.5950179100036621,1.1613527536392212
13,0.5907926559448242,1.1926320791244507,0.603951096534729,1.074476957321167
14,0.5875003337860107,1.1462570428848267,0.6031506061553955,1.1242766380310059
15,0.5885133743286133,1.1415997743606567,0.5883452892303467,1.1846911907196045
16,0.6015416383743286,1.1086612939834595,0.6183017492294312,1.0505818128585815
17,0.6019696593284607,1.0785558223724365,0.6101178526878357,0.9905993938446045
18,0.6021074652671814,1.0809667110443115,0.6254931092262268,1.0102359056472778
19,0.6015801429748535,1.050000786781311,0.6236872673034668,1.0037155151367188
20,0.6002641320228577,1.0599844455718994,0.6005891561508179,1.0708861351013184
21,0.6117713451385498,1.034475564956665,0.6031634211540222,1.0686198472976685
22,0.6052250862121582,1.0482460260391235,0.5678918957710266,1.096156358718872
23,0.6019327640533447,1.0579314231872559,0.6356236934661865,1.0242151021957397
24,0.611527681350708,1.0313136577606201,0.5738089084625244,1.050187349319458
25,0.6074082255363464,1.0308918952941895,0.6281506419181824,1.000239372253418
26,0.6102966666221619,1.0227400064468384,0.650544285774231,0.956383466720581
27,0.6152848601341248,1.0145715475082397,0.6099833250045776,1.0634779930114746
28,0.6097099781036377,1.0004653930664062,0.6237000226974487,0.9470387101173401
29,0.6098815202713013,0.996944785118103,0.6102715134620667,1.0116140842437744
30,0.6064481139183044,1.016424298286438,0.6219390630722046,0.9659935832023621
31,0.6139689087867737,0.9769356846809387,0.60893315076828,1.0270864963531494
32,0.6124349236488342,1.0053836107254028,0.6004738807678223,1.0142861604690552
33,0.6130552291870117,0.9904402494430542,0.6292328238487244,0.9524872303009033
34,0.6151469945907593,0.9664154648780823,0.6189228892326355,0.9313492774963379
